,Ticker,Company,Sector
2315,TRESCON.BO,Trescon Ltd,Other Financial Services
2316,GUJSTATFIN.BO,Gujarat State Financial Corporation,Financial Institutions
2317,JKPAPER.BO,JK PAPER LTD.,Paper & Paper Products
2318,SAREGAMA.BO,SAREGAMA INDIA LTD.,Movies & Entertainment
2319,MINOLTAF.BO,MINOLTA FINANCE LTD.,Finance (including NBFCs)
2320,OMKARPH.BO,OMKAR PHARMACHEM LTD.,Commodity Chemicals
2321,ADROITINFO.BO,Adroit Infotech Ltd,IT Consulting & Software
2322,CYBERTECH.BO,CYBERTECH SYSTEMS AND SOFTWARE LTD.,IT Software Products
2323,ICICIBANK.BO,ICICI BANK LTD.,Banks
2324,CYIENT.BO,Cyient Limited,IT Consulting & Software
2325,ENGINERSIN.BO,ENGINEERS INDIA LTD.,Consulting Services
2326,DHANBANK.BO,Dhanlaxmi Bank Limited,Banks
2327,GMDCLTD.BO,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Coal
2328,GAYATRI.BO,GAYATRI SUGARS LTD.,Sugar
2329,INDUSINDBK.BO,INDUSIND BANK LTD.,Banks
2330,ITDC.BO,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Hotels
2331,J&KBANK.BO,JAMMU & KASHMIR BANK LTD.,Banks
2332,CUB.BO,CITY UNION BANK LTD.,Banks
2333,ARCHIES.BO,ARCHIES LTD.,Gift Articles-Toys & Cards 
2334,AXISBANK.BO,AXIS BANK LTD.,Banks
2335,HBSTOCK.BO,HB STOCKHOLDINGS LTD.,Finance (including NBFCs)
2336,SIELFNS.BO,SIEL FINANCIAL SERVICES LTD.,Other Financial Services
2337,SOUTHBANK.BO,SOUTH INDIAN BANK LTD.,Banks
2338,ENERGYDEV.BO,ENERGY DEVELOPMENT COMPANY LTD.,Electric Utilities
2339,SONATSOFTW.BO,SONATA SOFTWARE LTD.,IT Consulting & Software
2340,BENGALT.BO,BENGAL TEA & FABRICS LTD.,Textiles
2341,NATIONALUM.BO,NATIONAL ALUMINIUM CO.LTD.,Aluminium
2342,INDNIPPON.BO,INDIA NIPPON ELECTRICALS LTD.,Auto Parts & Equipment
2343,NSIL.BO,NALWA SONS INVESTMENTS LTD.,Finance (including NBFCs)
2344,APARINDS.BO,APAR INDUSTRIES LTD.,Other Elect.Equip./ Prod.
2345,TCIIND.BO,TCI INDUSTRIES LTD.,Diversified Commercial Services
2346,ACCELYA.BO,Accelya Solutions India Ltd,IT Consulting & Software
2347,ORCHASP.BO,Orchasp Ltd,IT Software Products
2348,HCLTECH.BO,HCL TECHNOLOGIES LTD.,IT Consulting & Software
2349,TCFCFINQ.BO,TCFC FINANCE LTD.,Other Financial Services
2350,GEOJITFSL.BO,Geojit Financial Services Ltd,Other Financial Services
2351,JINDALSTEL.BO,JINDAL STEEL & POWER LTD.,Iron & Steel/Interm.Products
2352,BLBLIMITED.BO,BLB LTD.,Other Financial Services
2353,GLENMARK.BO,GLENMARK PHARMACEUTICALS LTD.,Pharmaceuticals
2354,WOCKPHARMA.BO,WOCKHARDT LTD.,Pharmaceuticals
2355,TATACOFFEE.BO,TATA COFFEE LTD.,Tea & Coffee
2356,KJMCCORP.BO,KJMC Corporate Advisors (India) Ltd.,Other Financial Services
2357,INDSWFTLAB.BO,IND-SWIFT LABORATORIES LTD.,Pharmaceuticals
2358,MELSTAR.BO,MELSTAR INFORMATION TECHNOLOGIES LTD.,IT Software Products
2359,GEPIL.BO,GE Power India Ltd,Heavy Electrical Equipment
2360,SHREERAMA.BO,SHREE RAMA MULTI-TECH LTD.,Containers & Packaging
2361,MAHLIFE.BO,MAHINDRA LIFESPACE DEVELOPERS LTD.,Realty
2362,VAARAD.BO,Vaarad Ventures Ltd,Finance (including NBFCs)
2363,CADILAHC.BO,CADILA HEALTHCARE LTD.,Pharmaceuticals
2364,SHIVACEM.BO,SHIVA CEMENT LTD.,Cement & Cement Products
2365,CINEVISTA.BO,CINEVISTA LTD.,Movies & Entertainment
2366,INTENTECH.BO,INTENSE TECHNOLOGIES LTD.-$,IT Software Products
2367,DANLAW.BO,DANLAW TECHNOLOGIES INDIA LTD.-$,IT Software Products
2368,AJANTPHARM.BO,AJANTA PHARMA LTD.,Pharmaceuticals
2369,HBPOR.BO,HB PORTFOLIO LTD.,Other Financial Services
2370,HBESD.BO,HB ESTATE DEVELOPERS LTD.,Realty
2371,AMBICAAGAR.BO,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,Comm.Trading  & Distribution
2372,COMPUSOFT.BO,COMPUCOM SOFTWARE LTD.-$,IT Training Services
2373,OMNIAX.BO,OMNI AXS SOFTWARE LTD.,IT Software Products
2374,IZMO.BO,IZMO Limited-$,IT Consulting & Software
2375,TVSMOTOR.BO,TVS MOTOR COMPANY LTD.,2/3 Wheelers
2376,SOFTSOL.BO,SOFTSOL INDIA LTD.,IT Software Products
2377,GATI.BO,GATI LTD.,Transportation - Logistics
2378,SUBEX.BO,SUBEX LTD.,IT Software Products
2379,TCI.BO,TRANSPORT CORPORATION OF INDIA LTD.,Surface Transportation
2380,PADMALAYAT.BO,PADMALAYA TELEFILMS LTD.,Movies & Entertainment
2381,AKSHOPTFBR.BO,AKSH OPTIFIBRE LTD.,Telecom Cables
2382,PICTUREHS.BO,PICTUREHOUSE MEDIA LTD.,Movies & Entertainment
2383,TRIVENI.BO,TRIVENI ENGINEERING & INDUSTRIES LTD.,Sugar
2384,MUKTAARTS.BO,MUKTA ARTS LTD.,Movies & Entertainment
2385,NAGPI.BO,NAGPUR POWER & INDUSTRIES LTD.,Iron & Steel/Interm.Products
2386,DSSL.BO,DYNACONS SYSTEMS & SOLUTIONS LTD.,IT Consulting & Software
2387,PNBGILTS.BO,PNB GILTS LTD.,Finance (including NBFCs)
2388,BCG.BO,Brightcom Group Ltd,IT Software Products
2389,RAMCOIND.BO,RAMCO INDUSTRIES LTD.,Construction Materials
2390,RAMCOSYS.BO,RAMCO SYSTEMS LTD.,IT Consulting & Software
2391,TTML.BO,TATA TELESERVICES (MAHARASHTRA) LTD.,Telecom Services
2392,VIRINCHI.BO,Virinchi Ltd,IT Software Products
2393,WEPSOLN.BO,WEP SOLUTIONS LTD.,Comm.Trading  & Distribution
2394,STLTECH.BO,STERLITE TECHNOLOGIES LTD.,Other Telecom Services
2395,TIPSINDLTD.BO,TIPS INDUSTRIES LTD.,Movies & Entertainment
2396,MRO-TEK.BO,MRO-TEK Realty Ltd,IT Networking Equipment
2397,FIRSTOBJ.BO,FIRSTOBJECT TECHNOLOGIES LTD.,IT Software Products
2398,BABA.BO,BABA ARTS LTD.-$,Movies & Entertainment
2399,BALAJITELE.BO,BALAJI TELEFILMS LTD.,Broadcasting & Cable TV
2400,TYCHE.BO,TYCHE INDUSTRIES LTD.,Pharmaceuticals
2401,CALSOFT.BO,CALIFORNIA SOFTWARE CO.LTD.,IT Software Products
2402,PNC.BO,PRITISH NANDY COMMUNICATIONS LTD.,Movies & Entertainment
2403,IOB.BO,INDIAN OVERSEAS BANK,Banks
2404,TAJGVK.BO,TAJGVK HOTELS & RESORTS LTD.,Hotels
2405,OPTOCIRCUI.BO,OPTO CIRCUITS (INDIA) LTD.,Medical Equipment
2406,CREATIVEYE.BO,CREATIVE EYE LTD.,Movies & Entertainment
2407,AXISCADES.BO,Axiscades Technologies Ltd,BPO/KPO
2408,KONNDOR.BO,Konndor Industries Ltd,Paper & Paper Products
2409,UMESLTD.BO,Usha Martin Education & Solutions Limited,Education
2410,BSOFT.BO,Birlasoft Ltd,IT Consulting & Software
2411,USGTECH.BO,USG TECH SOLUTIONS LTD.,IT Software Products
2412,4THGEN.BO,FOURTH GENERATION INFORMATION SYSTEMS LTD.,IT Software Products
2413,7TEC.BO,SAVEN TECHNOLOGIES LTD.,IT Software Products
2414,AVANTEL.BO,AVANTEL LTD.,Telecom Equipment
2415,MOSCHIP.BO,Moschip Technologies Ltd,IT Software Products
2416,MEGASOFT.BO,MEGASOFT LTD.,IT Software Products
2417,TRANSCOR.BO,TRANSCORP INTERNATIONAL LTD.,Other Financial Services
2418,CEREBRAINT.BO,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Computer Hardware
2419,NEXTMEDIA.BO,NEXT MEDIAWORKS LTD.,Broadcasting & Cable TV
2420,SMARTLINK.BO,Smartlink Holdings Ltd,IT Networking Equipment
2421,GODREJCP.BO,GODREJ CONSUMER PRODUCTS LTD.,Personal Products
2422,GENUSPRIME.BO,Genus Prime Infra Ltd,Commodity Chemicals
2423,BFUTILITIE.BO,BF UTILITIES LTD.-$,Electric Utilities
2424,UNITDSPR.BO,UNITED SPIRITS LTD.,Breweries & Distilleries
2425,SANINFRA.BO,Sanmit Infra Limited,Realty
2426,OLECTRA.BO,Olectra Greentech Ltd,Industrial Machinery
2427,MPSLTD.BO,MPS LTD.,Education
2428,RAINBOWDQ.BO,RAINBOW DENIM LTD.,Textiles
2429,CERA.BO,CERA SANITARYWARE LTD.,Furniture-Furnishing-Paints
2430,TSPIRITUAL.BO,T.SPIRITUAL WORLD LTD.,IT Software Products
2431,BHARTIARTL.BO,BHARTI AIRTEL LTD.,Telecom Services
2432,SHALIWIR.BO,SHALIMAR WIRES INDUSTRIES LTD.,Copper
2433,COMPUAGE.BO,COMPUAGE INFOCOM LTD.,Storage Media & Peripherals
2434,GULPOLY.BO,GULSHAN POLYOLS LTD.,Commodity Chemicals
2435,FAZE3AUTO.BO,Faze Three Autofab Ltd-$,Textiles
2436,PONNIERODE.BO,PONNI SUGARS (ERODE) LTD.,Sugar
2437,PNB.BO,PUNJAB NATIONAL BANK,Banks
2438,OFSS.BO,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,IT Consulting & Software
2439,HAZOOR.BO,HAZOOR MULTI PROJECTS LTD.-$,Movies & Entertainment
2440,KAMAHOLD.BO,Kama Holdings Limited-$,Holding Companies
2441,APTECHT.BO,APTECH LTD.,IT Training Services
2442,UNIONBANK.BO,UNION BANK OF INDIA,Banks
2443,UBL.BO,UNITED BREWERIES LTD.-$,Breweries & Distilleries
2444,ISMTLTD.BO,ISMT LTD.,Iron & Steel/Interm.Products
2445,NOIDATOLL.BO,NOIDA TOLL BRIDGE COMPANY LTD.,Roads & Highways
2446,GRANULES.BO,GRANULES INDIA LTD.-$,Pharmaceuticals
2447,CANBK.BO,CANARA BANK,Banks
2448,BLIL.BO,BALMER LAWRIE INVESTMENTS LTD.,Finance (including NBFCs)
2449,POKARNA.BO,POKARNA LTD.,Construction Materials
2450,DIVISLAB.BO,DIVI'S LABORATORIES LTD.,Pharmaceuticals
2451,ASTRAMICRO.BO,ASTRA MICROWAVE PRODUCTS LTD.,Defence
2452,RADICO.BO,RADICO KHAITAN LTD.,Breweries & Distilleries
2453,SHRIRAMCIT.BO,SHRIRAM CITY UNION FINANCE LTD.,Finance (including NBFCs)
2454,MARUTI.BO,MARUTI SUZUKI INDIA LTD.,Cars & Utility Vehicles
2455,RAJPALAYAM.BO,RAJAPALAYAM MILLS LTD.-$,Textiles
2456,NAVINFLUOR.BO,Navin Fluorine International Limited-$,Commodity Chemicals
2457,UCOBANK.BO,UCO BANK,Banks
2458,BAGFILMS.BO,B.A.G.FILMS & MEDIA LTD.,Broadcasting & Cable TV
2459,JSL.BO,JINDAL STAINLESS LTD.,Iron & Steel/Interm.Products
2460,SUPRAJIT.BO,SUPRAJIT ENGINEERING LTD.-$,Auto Parts & Equipment
2461,TVSELECT.BO,TVS ELECTRONICS LTD.,Storage Media & Peripherals
2462,IGL.BO,INDRAPRASTHA GAS LTD.,Oil Marketing & Distribution
2463,TVTODAY.BO,TV TODAY NETWORK LTD.,Broadcasting & Cable TV
2464,PALRED.BO,Palred Technologies Limited,IT Software Products
2465,PETRONET.BO,PETRONET LNG LTD.,Oil Marketing & Distribution
2466,BIOCON.BO,BIOCON LTD.,Biotechnology
2467,PTC.BO,PTC INDIA LTD.,Electric Utilities
2468,MAHABANK.BO,BANK OF MAHARASHTRA,Banks
2469,RKFORGE.BO,RAMKRISHNA FORGINGS LTD.,Other Industrial Products
2470,DATAMATICS.BO,DATAMATICS GLOBAL SERVICES LTD.,IT Software Products
2471,NDTV.BO,NEW DELHI TELEVISION LTD.,Broadcasting & Cable TV
2472,STAR.BO,Strides Pharma Science Ltd,Pharmaceuticals
2473,JPASSOCIAT.BO,JAIPRAKASH ASSOCIATES LTD.,Construction & Engineering
2474,ULTRACEMCO.BO,ULTRATECH CEMENT LTD.,Cement & Cement Products
2475,MINDAIND.BO,MINDA INDUSTRIES LTD.-$,Auto Parts & Equipment
2476,TCS.BO,TATA CONSULTANCY SERVICES LTD.,IT Consulting & Software
2477,COFORGE.BO,Coforge Ltd,IT Consulting & Software
2478,GULFPETRO.BO,GP Petroleums Limited,Oil Marketing & Distribution
2479,CENTURYPLY.BO,CENTURY PLYBOARDS (I) LTD.-$,Forest Products
2480,WELENT.BO,Welspun Enterprises Ltd,Construction & Engineering
2481,NTPC.BO,NTPC LTD.,Electric Utilities
2482,SALSTEEL.BO,S.A.L.STEEL LTD.,Iron & Steel/Interm.Products
2483,JBMA.BO,JBM AUTO LTD.,Auto Parts & Equipment
2484,DWARKESH.BO,DWARIKESH SUGAR INDUSTRIES LTD.,Sugar
2485,INDOCO.BO,INDOCO REMEDIES LTD.,Pharmaceuticals
2486,VIPCLOTHNG.BO,VIP Clothing Ltd,Other Apparels & Accessories
2487,XCHANGING.BO,XCHANGING SOLUTIONS LTD.,BPO/KPO
2488,JETAIRWAYS.BO,JET AIRWAYS (INDIA) LTD.,Airlines
2489,MORARJEE.BO,MORARJEE TEXTILES LTD.,Textiles
2490,GDL.BO,GATEWAY DISTRIPARKS LTD.,Transportation - Logistics
2491,JINDALPHOT.BO,JINDAL PHOTO LTD.,Photographic Products
2492,PONDYOXIDE.BO,PONDY OXIDES & CHEMICALS LTD.,Other Non-Ferrous Metals
2493,JPPOWER.BO,Jaiprakash Power Ventures Limited,Electric Utilities
2494,MBECL.BO,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Construction & Engineering
2495,GOKEX.BO,GOKALDAS EXPORTS LTD.,Other Apparels & Accessories
2496,ALLSEC.BO,ALLSEC TECHNOLOGIES LTD.,BPO/KPO
2497,IIFL.BO,IIFL Finance Ltd,Other Financial Services
2498,MANGALAM.BO,MANGALAM DRUGS & ORGANICS LTD.,Pharmaceuticals
2499,SHOPERSTOP.BO,SHOPPERS STOP LTD.,Department Stores
2500,CYBERMEDIA.BO,CYBER MEDIA (INDIA) LTD.,Publishing
2501,NDL.BO,Nandan Denim Limited,Textiles
2502,JSWHL.BO,JSW Holdings Limited,Holding Companies
2503,JKCEMENT.BO,J.K.CEMENT LTD.,Cement & Cement Products
2504,BEEYU.BO,BEEYU OVERSEAS LTD.,Comm.Trading  & Distribution
2505,YESBANK.BO,YES BANK LTD.,Banks
2506,NECLIFE.BO,NECTAR LIFESCIENCES LTD.,Pharmaceuticals
2507,MSPL.BO,MSP STEEL & POWER LTD.,Iron & Steel Products
2508,SPLIL.BO,SPL INDUSTRIES LTD.,Other Apparels & Accessories
2509,KTKBANK.BO,KARNATAKA BANK LTD.,Banks
2510,MCLEODRUSS.BO,MCLEOD RUSSEL INDIA LTD.,Tea & Coffee
2511,FACORALL.BO,FACOR ALLOYS LTD.,Iron & Steel/Interm.Products
2512,IDFC.BO,IDFC LIMITED,Finance (including NBFCs)
2513,VIVIMEDLAB.BO,VIVIMED LABS LTD.,Pharmaceuticals
2514,RML.BO,RANE (MADRAS) LTD.,Auto Parts & Equipment
2515,HTMEDIA.BO,HT MEDIA LTD.,Publishing
2516,SASKEN.BO,Sasken Technologies Ltd,IT Consulting & Software
2517,FCSSOFT.BO,FCS SOFTWARE SOLUTIONS LTD.,IT Consulting & Software
2518,SUZLON.BO,SUZLON ENERGY LTD.,Heavy Electrical Equipment
2519,AURIONPRO.BO,AURIONPRO SOLUTIONS LTD.,IT Software Products
2520,RENUKA.BO,SHREE RENUKA SUGARS LTD.,Sugar
2521,KMSUGAR.BO,K.M.SUGAR MILLS LTD.,Sugar
2522,BASML.BO,BANNARI AMMAN SPINNING MILLS LTD.,Textiles
2523,PBAINFRA.BO,PBA INFRASTRUCTURE LTD.,Construction & Engineering
2524,BRFL.BO,BOMBAY RAYON FASHIONS LTD.,Textiles
2525,SORILINFRA.BO,SORIL Infra Resources Ltd,Sp.Consumer Services
2526,AIAENG.BO,AIA ENGINEERING LTD.,Other Industrial Goods
2527,EKC.BO,EVEREST KANTO CYLINDER LTD.,Other Industrial Products
2528,KERNEX.BO,KERNEX MICROSYSTEMS (INDIA) LTD.,Transport Related Services
2529,REPRO.BO,REPRO INDIA LTD.,Comm.Printing/Stationery
2530,PVR.BO,PVR LTD.,Specialty Retail
2531,RMCL.BO,RADHA MADHAV CORPORATION LTD.,Containers & Packaging
2532,PUNJLLOYD.BO,PUNJ LLOYD LTD.,Construction & Engineering
2533,BARTRONICS.BO,BARTRONICS INDIA LTD.,IT Consulting & Software
2534,CELEBRITY.BO,CELEBRITY FASHIONS LTD.,Other Apparels & Accessories
2535,EDUCOMP.BO,EDUCOMP SOLUTIONS LTD.,Education
2536,NITINSPIN.BO,NITIN SPINNERS LTD.,Textiles
2537,ROHLTD.BO,ROYAL ORCHID HOTELS LTD.,Hotels
2538,ENIL.BO,ENTERTAINMENT NETWORK (INDIA) LTD.,Broadcasting & Cable TV
2539,CELLA.BO,Cella Space Ltd,Paper & Paper Products
2540,GSPL.BO,GUJARAT STATE PETRONET LTD.,Utilities:Non-Elec.
2541,JAGRAN.BO,JAGRAN PRAKASHAN LTD.,Publishing
2542,INOXLEISUR.BO,INOX LEISURE LTD.,Specialty Retail
2543,DYNPRO.BO,DYNEMIC PRODUCTS LTD.,Specialty Chemicals
2544,SADBHAV.BO,SADBHAV ENGINEERING LTD.,Construction & Engineering
2545,RCOM.BO,RELIANCE COMMUNICATIONS LTD.,Telecom Services
2546,SAKUMA.BO,SAKUMA EXPORTS LTD.,Comm.Trading  & Distribution
2547,KEC.BO,KEC INTERNATIONAL LTD.,Heavy Electrical Equipment
2548,GILLANDERS.BO,GILLANDERS ARBUTHNOT & CO.LTD.,Textiles
2549,INDOTECH.BO,INDO TECH TRANSFORMERS LTD.,Heavy Electrical Equipment
2550,BLKASHYAP.BO,B.L.KASHYAP AND SONS LTD.,Realty
2551,M&MFIN.BO,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Finance (including NBFCs)
2552,VISASTEEL.BO,VISA STEEL LTD.,Iron & Steel/Interm.Products
2553,NITCO.BO,NITCO LTD.,Furniture-Furnishing-Paints
2554,MPDL.BO,MPDL Ltd,Realty
2555,SOLARINDS.BO,SOLAR INDUSTRIES INDIA LTD.,Specialty Chemicals
2556,GALLANTT.BO,GALLANTT METAL LTD.,Iron & Steel/Interm.Products
2557,MALUPAPER.BO,MALU PAPER MILLS LTD.,Paper & Paper Products
2558,UTTAMSUGAR.BO,UTTAM SUGAR MILLS LTD.,Sugar
2559,SGL.BO,STL GLOBAL LTD.,Textiles
2560,ROHITFERRO.BO,ROHIT FERRO-TECH LTD.,Iron & Steel/Interm.Products
2561,KKCL.BO,KEWAL KIRAN CLOTHING LTD.,Other Apparels & Accessories
2562,SUNTV.BO,SUN TV NETWORK LTD.,Broadcasting & Cable TV
2563,GPIL.BO,GODAWARI POWER & ISPAT LTD.,Iron & Steel/Interm.Products
2564,RSYSTEMINT.BO,R Systems International Limited,IT Consulting & Software
2565,EMKAY.BO,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Other Financial Services
2566,TANTIACONS.BO,TANTIA CONSTRUCTIONS LTD.,Construction & Engineering
2567,LOKESHMACH.BO,LOKESH MACHINES LTD.,Industrial Machinery
2568,KAMDHENU.BO,Kamdhenu Ltd,Iron & Steel/Interm.Products
2569,PAUSHAKLTD.BO,PAUSHAK LTD.,Specialty Chemicals
2570,GTNTEX.BO,GTN TEXTILES LTD.,Textiles
2571,INDICAP.BO,Inditrade Capital Limited,Other Financial Services
2572,PFOCUS.BO,PRIME FOCUS LTD.,Movies & Entertainment
2573,ALLCARGO.BO,ALLCARGO LOGISTICS LTD.,Transportation - Logistics
2574,EASUNREYRL.BO,EASUN REYROLLE LTD.,Other Elect.Equip./ Prod.
2575,GMRINFRA.BO,GMR INFRASTRUCTURE LTD.,Airport Services
2576,TECHM.BO,TECH MAHINDRA LTD.,IT Consulting & Software
2577,MAHINDCIE.BO,Mahindra CIE Automotive Limited,Other Industrial Products
2578,VOLTAMP.BO,VOLTAMP TRANSFORMERS LTD.,Heavy Electrical Equipment
2579,ATLANTA.BO,ATLANTA LTD.,Construction & Engineering
2580,DEEPENR.BO,Deep Energy Resources Ltd,Integrated Oil & Gas
2581,HOVS.BO,HOV SERVICES LTD.,BPO/KPO
2582,ACE.BO,ACTION CONSTRUCTION EQUIPMENT LTD.,Transport Related Services
2583,GEECEE.BO,GeeCee Ventures Limited,Realty
2584,RICHAIND.BO,RICHA INDUSTRIES LTD.,Construction & Engineering
2585,GAYAPROJ.BO,GAYATRI PROJECTS LTD.,Construction & Engineering
2586,FIEMIND.BO,FIEM INDUSTRIES LTD.,Auto Parts & Equipment
2587,JHS.BO,JHS SVENDGAARD LABORATORIES LTD.,Personal Products
2588,DCBBANK.BO,DCB Bank Limited,Banks
2589,GLOBALVECT.BO,GLOBAL VECTRA HELICORP LTD.,Airlines
2590,INSPIRISYS.BO,Inspirisys Solutions Ltd,IT Consulting & Software
2591,GTLINFRA.BO,GTL INFRASTRUCTURE LTD.,Telecom Equipment
2592,SHIVAMAUTO.BO,SHIVAM AUTOTECH LTD.,Auto Parts & Equipment
2593,NAUKRI.BO,INFO EDGE (INDIA) LTD.,Internet & Catalogue Retail
2594,TORNTPOWER.BO,TORRENT POWER LTD.,Electric Utilities
2595,PARSVNATH.BO,PARSVNATH DEVELOPERS LTD.,Realty
2596,SUTLEJTEX.BO,SUTLEJ TEXTILES & INDUSTRIES LTD.,Textiles
2597,DAAWAT.BO,LT FOODS LTD.,Packaged Foods
2598,SOBHA.BO,Sobha Limited,Realty
2599,RUCHIRA.BO,RUCHIRA PAPERS LTD.,Paper & Paper Products
2600,TANLA.BO,Tanla Platforms Ltd,IT Software Products
2601,ZEEMEDIA.BO,Zee Media Corporation Limited,Broadcasting & Cable TV
2602,SITINET.BO,Siti Networks Ltd,Broadcasting & Cable TV
2603,LUMAXTECH.BO,LUMAX AUTO TECHNOLOGIES LTD.,Auto Parts & Equipment
2604,AUTOIND.BO,AUTOLINE INDUSTRIES LTD.,Auto Parts & Equipment
2605,NETWORK18.BO,NETWORK18 MEDIA & INVESTMENTS LTD.,Advertising & Media
2606,HUBTOWN.BO,HUBTOWN LTD.,Realty
2607,TV18BRDCST.BO,TV18 BROADCAST LTD.,Broadcasting & Cable TV
2608,CTE.BO,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,IT Software Products
2609,TIIL.BO,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Iron & Steel Products
2610,REDINGTON.BO,REDINGTON (INDIA) LTD.,Comm.Trading  & Distribution
2611,AICHAMP.BO,AI CHAMPDANY INDUSTRIES LTD.,Jute & Jute Products
2612,CINELINE.BO,Cineline India Limited,Realty
2613,PGIL.BO,Pearl Global Industries Limited,Other Apparels & Accessories
2614,FSL.BO,FIRSTSOURCE SOLUTIONS LTD.,BPO/KPO
2615,PFC.BO,POWER FINANCE CORPORATION LTD.,Finance (including NBFCs)
2616,AHLUCONT.BO,AHLUWALIA CONTRACTS (INDIA) LTD.,Realty
2617,TFL.BO,TRANSWARRANTY FINANCE LTD.,Finance (including NBFCs)
2618,CANDC.BO,C & C CONSTRUCTIONS LTD.,Construction & Engineering
2619,INDIANB.BO,INDIAN BANK,Banks
2620,SMSPHARMA.BO,SMS PHARMACEUTICALS LTD.,Pharmaceuticals
2621,ORIENTALTL.BO,ORIENTAL TRIMEX LTD.,Construction Materials
2622,MINDTREE.BO,MINDTREE LTD.,IT Consulting & Software
2623,ELAND.BO,E-Land Apparel Limited,Textiles
2624,IDEA.BO,Vodafone Idea Ltd,Telecom Services
2625,RAJTV.BO,RAJ TELEVISION NETWORK LTD.,Broadcasting & Cable TV
2626,PAGEIND.BO,PAGE INDUSTRIES LTD.,Other Apparels & Accessories
2627,AMDIND.BO,AMD INDUSTRIES LTD.,Containers & Packaging
2628,LEHAR.BO,Lehar Footwears Ltd,Footwear
2629,ASTRAL.BO,Astral Ltd,Plastic Products
2630,IBREALEST.BO,INDIABULLS REAL ESTATE LTD.,Realty
2631,CAMLINFINE.BO,CAMLIN FINE SCIENCES LTD.,Specialty Chemicals
2632,ICRA.BO,ICRA LTD.,Other Financial Services
2633,DISHTV.BO,DISH TV INDIA LTD.,Broadcasting & Cable TV
2634,SAHYADRI.BO,SAHYADRI INDUSTRIES LTD.,Cement & Cement Products
2635,SRHHYPOLTD.BO,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Commodity Chemicals
2636,FORTIS.BO,FORTIS HEALTHCARE LTD.,Healthcare Facilities
2637,TGBHOTELS.BO,TGB BANQUETS AND HOTELS LTD.,Hotels
2638,HILTON.BO,HILTON METAL FORGING LTD.,Other Industrial Products
2639,DELTACORP.BO,DELTA CORP LTD.,Other Leisure Facilities
2640,INSECTICID.BO,INSECTICIDES (INDIA) LTD.,Agrochemicals
2641,MCDHOLDING.BO,MCDOWELL HOLDINGS LTD.,Investment Companies
2642,ASAHISONG.BO,ASAHI SONGWON COLORS LTD.,Specialty Chemicals
2643,NITINFIRE.BO,NITIN FIRE PROTECTION INDUSTRIES LTD.,Industrial Machinery
2644,HARYNACAP.BO,HARYANA CAPFIN LTD.,Investment Companies
2645,TIMETECHNO.BO,TIME TECHNOPLAST LTD.,Plastic Products
2646,HGS.BO,HINDUJA GLOBAL SOLUTIONS LTD.,BPO/KPO
2647,NELCAST.BO,NELCAST LTD.,Other Industrial Products
2648,V2RETAIL.BO,V2 RETAIL LTD.,Department Stores
2649,DLF.BO,DLF LTD.,Realty
2650,TARMAT.BO,TARMAT LTD.,Construction & Engineering
2651,ANKITMETAL.BO,ANKIT METAL & POWER LTD.,Iron & Steel/Interm.Products
2652,SPARC.BO,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Pharmaceuticals
2653,HDIL.BO,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Realty
2654,SURYACHAKRA.BO,SURYACHAKRA POWER CORPORATION LTD.,Electric Utilities
2655,ADSL.BO,ALLIED DIGITAL SERVICES LTD.,IT Consulting & Software
2656,ALPA.BO,ALPA LABORATORIES LTD.,Biotechnology
2657,SSLEL.BO,SIR SHADI LAL ENTERPRISES LTD.,Sugar
2658,OMAXE.BO,OMAXE LTD.,Realty
2659,REFEX.BO,Refex Industries Limited,Industrial Gases
2660,CENTRALBK.BO,CENTRAL BANK OF INDIA,Banks
2661,NTL.BO,Neueon Towers Ltd,Heavy Electrical Equipment
2662,ASIANTILES.BO,ASIAN GRANITO INDIA LTD.,Furniture-Furnishing-Paints
2663,KPRMILL.BO,K.P.R. Mill Limited,Textiles
2664,TAKE.BO,TAKE SOLUTIONS LTD.,Pharmaceuticals
2665,PURVA.BO,Puravankara Ltd,Realty
2666,MOTILALOFS.BO,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Finance (including NBFCs)
2667,VTMLTD.BO,VTM LTD.,Textiles
2668,INDOWIND.BO,INDOWIND ENERGY LTD.,Electric Utilities
2669,NAGREEKCAP.BO,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Investment Companies
2670,MAGNUM.BO,MAGNUM VENTURES LTD.,Paper & Paper Products
2671,POWERGRID.BO,POWER GRID CORPORATION OF INDIA LTD.,Electric Utilities
