,Ticker,Company,Sector
1969,OSWALOR.BO,OSWAL OVERSEAS LTD.,Sugar
1970,CONTILI.BO,CONTIL INDIA LTD.,Finance (including NBFCs)
1971,VIJSOLX.BO,VIJAY SOLVEX LTD.,Edible Oils
1972,SHRIKRISH.BO,SHRI KRISHNA DEVCON LTD.,Realty
1973,ALANKIT.BO,Alankit Ltd,Diversified Commercial Services
1974,NIHARINF.BO,NIHAR INFO GLOBAL LTD.,IT Software Products
1975,UNITDCR.BO,UNITED CREDIT LTD.,Finance (including NBFCs)
1976,OMINFRAL.BO,OM Infra Ltd,Construction & Engineering
1977,RUBRAME.BO,RUBRA MEDICAMENTS LTD.,Pharmaceuticals
1978,ISHANCH.BO,ISHAN DYES & CHEMICALS LTD.,Specialty Chemicals
1979,GOTHIPL.BO,GOTHI PLASCON (INDIA) LTD.,Houseware
1980,BALUFORGE.BO,Balu Forge Industries Ltd,Industrial Machinery
1981,CEENIK.BO,CEENIK EXPORTS (INDIA) LTD.,Other Apparels & Accessories
1982,PATELENG.BO,PATEL ENGINEERING LTD.-$,Construction & Engineering
1983,VIRTUALS.BO,VIRTUALSOFT SYSTEMS LTD.,IT Software Products
1984,MENAMANI.BO,Mena Mani Industries Ltd,Finance (including NBFCs)
1985,INANI.BO,INANI MARBLES & INDUSTRIES LTD.,Construction Materials
1986,GEMSI.BO,GEMSTONE INVESTMENTS LTD.,Diversified Commercial Services
1987,MEDICAMEQ.BO,MEDICAMEN BIOTECH LTD.-$,Pharmaceuticals
1988,ALICON.BO,Alicon Castalloy Limited,Auto Parts & Equipment
1989,DILIGENT.BO,DILIGENT INDUSTRIES LTD.,Edible Oils
1990,EPSOMPRO.BO,EPSOM PROPERTIES LTD.,Pharmaceuticals
1991,ALFAVIO.BO,ALFAVISION OVERSEAS (INDIA) LTD.,Finance (including NBFCs)
1992,ORGCOAT.BO,ORGANIC COATINGS LTD.,Specialty Chemicals
1993,CATVISION.BO,Catvision Limited,Comm.Trading  & Distribution
1994,ABMKNO.BO,ABM KNOWLEDGEWARE LTD.,IT Software Products
1995,EMAMILTD.BO,EMAMI LTD.-$,Personal Products
1996,KEMISTAR.BO,Kemistar Corporation Limited,Specialty Chemicals
1997,LADIAMO.BO,LASER DIAMONDS LTD.,Other Apparels & Accessories
1998,SKPSEC.BO,SKP SECURITIES LTD.,Finance (including NBFCs)
1999,PRANAVSP.BO,PRANAVADITYA SPINNING MILLS LTD.,Textiles
2000,SYSCHEM.BO,SYSCHEM (INDIA) LTD.,Pharmaceuticals
2001,MEFCOMCAP.BO,MEFCOM CAPITAL MARKETS LTD.,Finance (including NBFCs)
2002,HEMANG.BO,Hemang Resources Ltd,Comm.Trading  & Distribution
2003,ARMANFIN.BO,ARMAN FINANCIAL SERVICES LTD.,Finance (including NBFCs)
2004,TAVERNIER.BO,Tavernier Resources Limi,Comm.Trading  & Distribution
2005,MIDINFRA.BO,Midas Infra Trade Limited,Finance (including NBFCs)
2006,GAGANPO.BO,GAGAN POLYCOT INDIA LTD.,Comm.Trading  & Distribution
2007,GLANCE.BO,GLANCE FINANCE LTD.,Finance (including NBFCs)
2008,SHILCTECH.BO,SHILCHAR TECHNOLOGIES LTD.,Other Elect.Equip./ Prod.
2009,BRANDREAL.BO,BRAND REALTY SERVICES LTD.,Consulting Services
2010,KANSAFB.BO,KANSAL FIBRES LTD.,Comm.Trading  & Distribution
2011,NUCLEUS.BO,NUCLEUS SOFTWARE EXPORTS LTD.,IT Software Products
2012,COLINZ.BO,COLINZ LABORATORIES LTD.,Pharmaceuticals
2013,WELLNESS.BO,WELLNESS NONI LTD.,Other Financial Services
2014,NLFL.BO,NALIN LEASE FINANCE LTD.,Finance (including NBFCs)
2015,MANAPPURAM.BO,MANAPPURAM FINANCE LTD.,Finance (including NBFCs)
2016,RTSPOWR.BO,RTS POWER CORPORATION LTD.,Other Elect.Equip./ Prod.
2017,COMFINTE.BO,COMFORT INTECH LTD.-$,Finance (including NBFCs)
2018,MAYURFL.BO,MAYUR FLOORINGS LTD.,Construction Materials
2019,ANJANI.BO,ANJANI SYNTHETICS LTD.-$,Textiles
2020,XTGLOBAL.BO,Xtglobal Infotech Ltd,IT Software Products
2021,DECOMIC.BO,DECO-MICA LTD.,Commodity Chemicals
2022,RANDER.BO,RANDER CORPORATION LTD.,Finance (including NBFCs)
2023,RASIELEC.BO,RASI ELECTRODES LTD.,Other Industrial Goods
2024,VICTORYPP.BO,VICTORY PAPER & BOARDS (INDIA) LTD.,Paper & Paper Products
2025,CITIPOR.BO,CITIPORT FINANCIAL SERVICES LTD.,Finance (including NBFCs)
2026,DHRUVCA.BO,DHRUVA CAPITAL SERVICES LTD.,Finance (including NBFCs)
2027,LINCPENQ.BO,LINC PEN & PLASTICS LTD.-$,Non-Durable Household Prod.
2028,PRIMAIN.BO,PRIMA INDUSTRIES LTD.,Edible Oils
2029,ANERI.BO,Aneri Fincap Ltd,Finance (including NBFCs)
2030,INDGELA.BO,INDIA GELATINE & CHEMICALS LTD.-$,Specialty Chemicals
2031,OPTIFIN.BO,Optimus Finance Ltd,Finance (including NBFCs)
2032,PARAGONF.BO,PARAGON FINANCE LTD.,Finance (including NBFCs)
2033,PRATIKSH.BO,PRATIKSHA CHEMICALS LTD.,Specialty Chemicals
2034,ESHAMEDIA.BO,Esha Media Research Limited,Advertising & Media
2035,SUNEDISON.BO,Sunedison Infrastructure Ltd,Electric Utilities
2036,PROGREXV.BO,Progrex Ventures Ltd,Other Food Products
2037,VSTTILLERS.BO,V.S.T.TILLERS TRACTORS LTD.-$,Commercial Vehicles
2038,B2BSOFT.BO,B2B SOFTWARE TECHNOLOGIES LTD.,IT Software Products
2039,NIKKIGL.BO,NIKKI GLOBAL FINANCE LTD.,Finance (including NBFCs)
2040,RADHEDE.BO,RADHE DEVELOPERS (INDIA) LTD.,Realty
2041,KINETRU.BO,KINETIC TRUST LTD.,Finance (including NBFCs)
2042,ELIXIR.BO,Elixir Capital Ltd,Other Financial Services
2043,TRISHAKT.BO,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,Finance (including NBFCs)
2044,PANKAJPO.BO,PANKAJ POLYMERS LTD.,Containers & Packaging
2045,PGINDST.BO,PG INDUSTRY LTD.,Construction Materials
2046,CINDRELL.BO,CINDRELLA FINANCIAL SERVICES LTD.,Finance (including NBFCs)
2047,NATPLASTI.BO,NATIONAL PLASTIC TECHNOLOGIES LTD.,Plastic Products
2048,LEADFIN.BO,LEAD FINANCIAL SERVICES LTD.,Finance (including NBFCs)
2049,NATFIT.BO,National Fittings Limited,Iron & Steel Products
2050,ARTEFACT.BO,ARTEFACT PROJECTS LTD.,Consulting Services
2051,AMITINT.BO,AMIT INTERNATIONAL LTD.,Textiles
2052,HIGHSTREE.BO,HIGH STREET FILATEX LTD.,Textiles
2053,NUTECGLOB.BO,NUTECH GLOBAL LTD.,Textiles
2054,DHPIND.BO,DHP INDIA LTD.,Industrial Machinery
2055,RRIL.BO,RRIL Ltd,Textiles
2056,AVAILFC.BO,AVAILABLE FINANCE LTD.,Other Financial Services
2057,INTCAPM.BO,INTEGRA CAPITAL MANAGEMENT LTD.,Finance (including NBFCs)
2058,MARUTISE.BO,MARUTI SECURITIES LTD.,Finance (including NBFCs)
2059,HAVISHA.BO,Sri Havisha Hospitality And Infrastructure Ltd,Oil Marketing & Distribution
2060,JAYIND.BO,Jayatma Industries Ltd,Textiles
2061,ROSELABS.BO,ROSELABS FINANCE LTD.,Other Financial Services
2062,CHARMS.BO,CHARMS INDUSTRIES LTD.,Other Financial Services
2063,KRETTOSYS.BO,Kretto Syscon Ltd,Realty
2064,VIKALPS.BO,VIKALP SECURITIES LTD.,Diversified Commercial Services
2065,ZYDUSWELL.BO,ZYDUS WELLNESS LTD.-$,Packaged Foods
2066,JUMPNET.BO,Jump Networks Ltd,Other Financial Services
2067,MILESTONE.BO,MILESTONE GLOBAL LTD.,Construction Materials
2068,BERVINL.BO,BERVIN INVESTMENT & LEASING LTD.,Other Financial Services
2069,GUJINV.BO,GUJARAT INVESTA LTD.,Finance (including NBFCs)
2070,INDINFRA.BO,INDIA INFRASPACE LTD.,Diversified Commercial Services
2071,CONCOR.BO,CONTAINER CORPORATION OF INDIA LTD.,Transport Related Services
2072,EASTRED.BO,EASTERN TREADS LTD.,Auto Tyres & Rubber Products
2073,PANACEABIO.BO,PANACEA BIOTEC LTD.,Biotechnology
2074,PEETISEC.BO,PEETI SECURITIES LTD.,Textiles
2075,MERMETL.BO,MERCURY METALS LTD.,Comm.Trading  & Distribution
2076,CHOICEIN.BO,CHOICE INTERNATIONAL LTD.,Finance (including NBFCs)
2077,SRAMSET.BO,SHRIRAM ASSET MANAGEMENT CO.LTD.,Asset Management Cos.
2078,GOLECHA.BO,GOLECHHA GLOBAL FINANCE LTD.,Diversified Commercial Services
2079,PARAMONE.BO,Paramone Concepts Ltd,Construction & Engineering
2080,THEBYKE.BO,THE BYKE HOSPITALITY LTD.,Hotels
2081,CSURGSU.BO,CENTENIAL SURGICAL SUTURE LTD.,Medical Equipment
2082,ARIHANT.BO,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Realty
2083,HASTIFIN.BO,HASTI FINANCE LTD.,Finance (including NBFCs)
2084,UPSURGE.BO,UPSURGE INVESTMENT & FINANCE LTD.,Finance (including NBFCs)
2085,PADAMCO.BO,PADAM COTTON YARNS LTD.,Textiles
2086,WOMENNET.BO,WOMEN NETWORKS LTD.,IT Software Products
2087,POLYCON.BO,POLYCON INTERNATIONAL LTD.,Containers & Packaging
2088,SOURCENTRL.BO,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,Pharmaceuticals
2089,ALMONDZ.BO,ALMONDZ GLOBAL SECURITIES LTD.,Other Financial Services
2090,LWSKNIT.BO,LWS KNITWEAR LTD.,Comm.Trading  & Distribution
2091,ANSINDUS.BO,ANS Industries Ltd,Non-alcoholic Beverages
2092,ALCHCORP.BO,ALCHEMIST CORPORATION LTD.,Commodity Chemicals
2093,TUNITEX.BO,TUNI TEXTILE MILLS LTD.,Textiles
2094,RADIXIND.BO,Radix Industries (India) Limited,Personal Products
2095,KIRANPR.BO,KIRAN PRINT-PACK LTD.,Comm.Printing/Stationery
2096,NARPROP.BO,NARENDRA PROPERTIES LTD.,Realty
2097,MEGACOR.BO,MEGA CORPORATION LTD.,Finance (including NBFCs)
2098,TNPL.BO,TAMIL NADU NEWSPRINT & PAPERS LTD.,Paper & Paper Products
2099,SHAKTIPUMP.BO,SHAKTI PUMPS (INDIA) LTD.-$,Industrial Machinery
2100,SYTIXSE.BO,SYSTEMATIX SECURITIES LTD.,Finance (including NBFCs)
2101,SUNGOLD.BO,SUNGOLD CAPITAL LTD.,Finance (including NBFCs)
2102,SAFFRON.BO,Saffron Industries Limited,Paper & Paper Products
2103,PWASML.BO,Prakash Woollen & Synthetic Mills Ltd,Textiles
2104,GOLDTECH.BO,GOLDSTONE TECHNOLOGIES LTD.,IT Consulting & Software
2105,VARDHMAN.BO,Vardhman Concrete Limited,Cement & Cement Products
2106,GRMOVER.BO,GRM OVERSEAS LTD.,Other Agricultural Products
2107,MOHITIND.BO,MOHIT INDUSTRIES LTD.-$,Textiles
2108,POLYLINK.BO,POLYLINK POLYMERS (INDIA) LTD.,Fibres & Plastics
2109,MINAXI.BO,MINAXI TEXTILES LTD.,Textiles
2110,CONTICON.BO,CONTINENTAL CONTROLS LTD.,Other Elect.Equip./ Prod.
2111,NOUVEAU.BO,NOUVEAU GLOBAL VENTURES LTD.,Comm.Trading  & Distribution
2112,DUKEOFS.BO,DUKE OFFSHORE LTD.,Oil Equipment & Services
2113,CYBELEIND.BO,CYBELE INDUSTRIES LTD.,Other Elect.Equip./ Prod.
2114,CGVAK.BO,CG-VAK SOFTWARE & EXPORTS LTD.,IT Software Products
2115,NAVKAR.BO,Navkar Urbanstructure Ltd,Realty
2116,BLUECOAST.BO,BLUE COAST HOTELS LTD.,Hotels
2117,OMKAR.BO,OMKAR OVERSEAS LTD.,Textiles
2118,MADHUCON.BO,MADHUCON PROJECTS LTD.-$,Construction & Engineering
2119,SYBLY.BO,SYBLY INDUSTRIES LTD.-$,Textiles
2120,RAJESHEXPO.BO,RAJESH EXPORTS LTD.,Other Apparels & Accessories
2121,ESARIND.BO,ESAAR (INDIA) LTD.,Diversified Commercial Services
2122,MARIS.BO,MARIS SPINNERS LTD.-$,Textiles
2123,INDERGR.BO,INDERGIRI FINANCE LTD.,Finance (including NBFCs)
2124,SKRABUL.BO,SHUKRA BULLIONS LTD.,Diversified Commercial Services
2125,EVEREADY.BO,EVEREADY INDUSTRIES INDIA LTD.,Non-Durable Household Prod.
2126,STEP2COR.BO,STEP TWO CORPORATION LTD.,Other Financial Services
2127,ORIENTTR.BO,ORIENT TRADELINK LTD.,Movies & Entertainment
2128,MAHANIN.BO,MAHAN INDUSTRIES LTD.,Comm.Trading  & Distribution
2129,VIKASPROP.BO,Vikas Proppant & Granite Ltd,Other Agricultural Products
2130,DESHRAK.BO,DESH RAKSHAK AUSHDHALAYA LTD.,Pharmaceuticals
2131,ACESOFT.BO,ACE SOFTWARE EXPORTS LTD.-$,IT Software Products
2132,HATSUN.BO,HATSUN AGRO PRODUCT LTD.,Packaged Foods
2133,ECOM.BO,E.COM INFOTECH (I) LTD.,IT Consulting & Software
2134,RISHDIGA.BO,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,Iron & Steel/Interm.Products
2135,MAINFRA.BO,MARUTI INFRASTRUCTURE LTD.,Construction & Engineering
2136,KOBO.BO,Kobo Biotech Ltd-$,Commodity Chemicals
2137,JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Textiles
2138,SOMANYCERA.BO,SOMANY CERAMICS LTD.,Furniture-Furnishing-Paints
2139,JHACC.BO,JHAVERI CREDITS & CAPITAL LTD.,Other Financial Services
2140,RAGHUTOB.BO,RAGHUNATH TOBACCO CO.LTD.,Realty
2141,DRL.BO,Disha Resources Ltd,Diversified Commercial Services
2142,CORALFINAC.BO,CORAL INDIA FINANCE & HOUSING LTD.,Investment Companies
2143,AROMAENT.BO,AROMA ENTERPRISES (INDIA) LTD.,Diversified Commercial Services
2144,ASHUTPM.BO,ASHUTOSH PAPER MILLS LTD.,Paper & Paper Products
2145,SANJIVIN.BO,SANJIVANI PARANTERAL LTD.,Pharmaceuticals
2146,VASINFRA.BO,VAS INFRASTRUCTURE LTD.,Realty
2147,KMFBLDR.BO,KMF BUILDERS & DEVELOPERS LTD.,Realty
2148,BERYLSE.BO,BERYL SECURITIES LTD.,Finance (including NBFCs)
2149,RAP.BO,RAP MEDIA LTD.,Finance (including NBFCs)
2150,DEVINE.BO,DEVINE IMPEX LTD.,Comm.Trading  & Distribution
2151,BAMPSL.BO,BAMPSL SECURITIES LTD.,Finance (including NBFCs)
2152,GENPHARMA.BO,Generic Pharmasec Ltd,Specialty Chemicals
2153,INCON.BO,INCON ENGINEERS LTD.,Industrial Machinery
2154,CGCL.BO,Capri Global Capital Limited,Finance (including NBFCs)
2155,FDC.BO,FDC LTD.,Pharmaceuticals
2156,GOGIACAP.BO,Gogia Capital Services Limited,Other Financial Services
2157,GORANIN.BO,GORANI INDUSTRIES LTD.,Houseware
2158,KGPETRO.BO,KG PETROCHEM LTD.,Textiles
2159,MAL.BO,Meyer Apparel Ltd,Other Apparels & Accessories
2160,STARCOM.BO,Starcom Information Technology Ltd,IT Consulting & Software
2161,CENTERAC.BO,CENTERAC TECHNOLOGIES LTD.,Internet Software & Services
2162,COUNCODOS.BO,COUNTRY CONDO'S LTD.,Realty
2163,OROSMITHS.BO,OROSIL SMITHS INDIA LTD.-$,Other Apparels & Accessories
2164,TEJASSVI.BO,Tejassvi Aaharam Ltd,Textiles
2165,LINCOPH.BO,LINCOLN PHARMACEUTICALS LTD.,Pharmaceuticals
2166,SILVOAK.BO,SILVER OAK (INDIA) LTD.,Breweries & Distilleries
2167,PRAVEG.BO,Praveg Communications (India) Ltd,Advertising & Media
2168,SURAJLTD.BO,SURAJ LTD.-$,Iron & Steel Products
2169,SICL.BO,Suvidha Infraestate Corporation Limited,Realty
2170,MARICO.BO,MARICO LTD.,Personal Products
2171,TOKYOFIN.BO,TOKYO FINANCE LTD.,Finance (including NBFCs)
2172,MAHAVIRIND.BO,Mahavir Industries Limited,Copper
2173,NATGENI.BO,NATIONAL GENERAL INDUSTRIES LTD.,Iron & Steel/Interm.Products
2174,THIRDFIN.BO,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Finance (including NBFCs)
2175,TRIJAL.BO,TRIJAL INDUSTRIES LTD.,Finance (including NBFCs)
2176,HITTCO.BO,HITTCO TOOLS LTD.,Industrial Machinery
2177,RRMETAL.BO,RR MetalMakers India Ltd,Comm.Trading  & Distribution
2178,VISIONCO.BO,VISION CORPORATION LTD.,Movies & Entertainment
2179,INANISEC.BO,INANI SECURITIES LTD.,Other Financial Services
2180,ANKIN.BO,ANKA INDIA LTD.,Footwear
2181,VAGHANI.BO,VAGHANI TECHNO-BUILD LTD.,Packaged Foods
2182,ARISINT.BO,ARIS INTERNATIONAL LTD.,IT Consulting & Software
2183,MAYUR.BO,MAYUR LEATHER PRODUCTS LTD.,Other Apparels & Accessories
2184,AMARDEE.BO,AMRADEEP INDUSTRIES LTD.,Plastic Products
2185,PRITHVIEXCH.BO,Prithvi Exchange (India) Ltd,Other Financial Services
2186,KHYATI.BO,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.,Hotels
2187,RAINBOWF.BO,RAINBOW FOUNDATIONS LTD.,Realty
2188,TRICOMFRU.BO,Tricom Fruit Products Limited,Other Food Products
2189,VIDHIING.BO,Vidhi Specialty Food Ingredients Ltd-$,Specialty Chemicals
2190,BHAGCHEM.BO,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Agrochemicals
2191,PANCHSHEEL.BO,PANCHSHEEL ORGANICS LTD.,Pharmaceuticals
2192,MENNPIS.BO,MENON PISTONS LTD.,Auto Parts & Equipment
2193,PRISMFN.BO,PRISM FINANCE LTD.,Finance (including NBFCs)
2194,GREENCREST.BO,Greencrest Financial Services Limited,Diversified Commercial Services
2195,GENNEX.BO,GENNEX LABORATORIES LTD.,Pharmaceuticals
2196,HIRAUTO.BO,HIRA AUTOMOBILES LTD.,Comm.Trading  & Distribution
2197,GINISILK.BO,GINI SILK MILLS LTD.-$,Comm.Trading  & Distribution
2198,PRAENG.BO,PRAJAY ENGINEERS SYNDICATE LTD.,Realty
2199,BIOGEN.BO,Biogen Pharmachem Industries Ltd,Comm.Trading  & Distribution
2200,GKCONS.BO,G.K.CONSULTANTS LTD.,Finance (including NBFCs)
2201,APOLLOPIPES.BO,Apollo Pipes Ltd,Plastic Products
2202,UNJHAFOR.BO,UNJHA FORMULATIONS LTD.,Pharmaceuticals
2203,POLYMED.BO,POLY MEDICURE LTD.,Medical Equipment
2204,SHRADDHA.BO,Shraddha Prime Projects Ltd,Other Elect.Equip./ Prod.
2205,CISTRO.BO,CISTRO TELELINK LTD.,Comm.Trading  & Distribution
2206,KACHCHH.BO,KACHCHH MINERALS LTD.,Mining
2207,KACL.BO,Kaiser Corporation Limited,Comm.Trading  & Distribution
2208,KCLINFRA.BO,KCL Infra Projects Ltd,Construction & Engineering
2209,ATULAUTO.BO,ATUL AUTO LTD.-$,2/3 Wheelers
2210,SCANPRO.BO,SCAN PROJECTS LTD.,Cement & Cement Products
2211,PRERINFRA.BO,PRERNA INFRABUILD LTD.,Realty
2212,METALCO.BO,METAL COATINGS (INDIA) LTD.,Iron & Steel Products
2213,SGNTE.BO,SGN TELECOMS LTD.,Other Elect.Equip./ Prod.
2214,GANGAPA.BO,GANGA PAPERS INDIA LTD.,Paper & Paper Products
2215,TIRSARJ.BO,TIRUPATI SARJAN LTD.,Realty
2216,NUWAY.BO,NUWAY ORGANIC NATURALS INDIA LTD.,Comm.Trading  & Distribution
2217,MUNOTHFI.BO,MUNOTH FINANCIAL SERVICES LTD.,Other Financial Services
2218,RODIUM.BO,Rodium Realty Limited,Realty
2219,NAGTECH.BO,NAGARJUNA AGRI TECH LTD.,Other Agricultural Products
2220,NATHUEC.BO,NATURA HUE CHEM LTD.,Other Agricultural Products
2221,INDUSFINL.BO,Indus Finance Ltd,Finance (including NBFCs)
2222,LAHOTIOV.BO,LAHOTI OVERSEAS LTD.-$,Comm.Trading  & Distribution
2223,ZENITHSTL.BO,Zenith Steel Pipes & Industries Ltd-$,Construction & Engineering
2224,TRINITYLEA.BO,TRINITY LEAGUE INDIA LTD.,Other Financial Services
2225,ASTAR.BO,ASIAN STAR CO.LTD.-$,Other Apparels & Accessories
2226,ORIRAIL.BO,Oriental Rail Infrastructure Ltd,Other Industrial Products
2227,JOINDRE.BO,JOINDRE CAPITAL SERVICES LTD.,Other Financial Services
2228,BHARATAGRI.BO,BHARAT AGRI FERT & REALTY LTD.,Fertilizers
2229,UNITINT.BO,UNITECH INTERNATIONAL LTD.,Specialty Chemicals
2230,SACHEMT.BO,SACHETA METALS LTD.,Aluminium
2231,ANJANIFIN.BO,ANJANI FINANCE LTD.,Finance (including NBFCs)
2232,PIONDIST.BO,PIONEER DISTILLERIES LTD.,Breweries & Distilleries
2233,GMETCOAL.BO,GUJARAT METALLIC COAL & COKE LTD.-$,Comm.Trading  & Distribution
2234,SVAINDIA.BO,SVA INDIA LTD.,Comm.Trading  & Distribution
2235,RAHME.BO,RAHUL MERCHANDISING LTD.,Other Apparels & Accessories
2236,REXNORD.BO,REXNORD ELECTRONICS & CONTROLS LTD.,Industrial Machinery
2237,INTECH.BO,INTEGRATED TECHNOLOGIES LTD.,Electronic Components
2238,KHANDSE.BO,KHANDWALA SECURITIES LTD.,Other Financial Services
2239,SAWABUSI.BO,SAWACA BUSINESS MACHINES LTD.,Diversified Commercial Services
2240,CCLINTER.BO,CCL INTERNATIONAL LTD.,Roads & Highways
2241,GALLOPENT.BO,GALLOPS ENTERPRISE LTD.,Realty
2242,CROISSANCE.BO,Croissance Ltd,Realty
2243,GALAGEX.BO,GALAXY AGRICO EXPORTS LTD.,Industrial Machinery
2244,GOPAIST.BO,GOPAL IRON & STEELS CO.(GUJARAT) LTD.,Iron & Steel Products
2245,TWINSTAR.BO,Twinstar Industries Limited,IT Software Products
2246,HINDAPL.BO,HINDUSTAN APPLIANCES LTD.,Comm.Trading  & Distribution
2247,AGARIND.BO,AGARWAL INDUSTRIAL CORPORATION LTD.,Petrochemicals
2248,DHAMPURE.BO,DHAMPURE SPECIALITY SUGARS LTD.,Sugar
2249,SHAQUAK.BO,SHANTANU SHEOREY AQUAKULT LTD.,Packaged Foods
2250,GOLCA.BO,GOLDEN CARPETS LTD.,Furniture-Furnishing-Paints
2251,INNOCORP.BO,INNOCORP LTD.,Plastic Products
2252,SARTHAKIND.BO,SARTHAK INDUSTRIES LTD.,Other Industrial Products
2253,SAICAPI.BO,SAI CAPITAL LTD.,Diversified Commercial Services
2254,BLUECHIP.BO,BLUE CHIP INDIA LTD.,Other Financial Services
2255,SERVOTEACH.BO,Servoteach Industries Ltd,Industrial Machinery
2256,CHADPAP.BO,CHADHA PAPERS LTD.,Paper & Paper Products
2257,VERTEX.BO,VERTEX SECURITIES LTD.,Other Financial Services
2258,RIBATEX.BO,RIBA TEXTILES LTD.,Textiles
2259,SHREMETAL.BO,SHREE METALLOYS LTD.,Finance (including NBFCs)
2260,IITLPROJ.BO,IITL PROJECTS LIMITED,Realty
2261,HARIGOV.BO,HARI GOVIND INTERNATIONAL LTD.,Textiles
2262,TRIDETOOL.BO,TRIDENT TOOLS LTD.,Other Industrial Goods
2263,CHLOGIST.BO,CHARTERED LOGISTICS LTD.,Surface Transportation
2264,AMBIKCO.BO,AMBIKA COTTON MILLS LTD.,Textiles
2265,HINDALUMI.BO,HIND ALUMINIUM INDUSTRIES LTD.-$,Aluminium
2266,SENINFO.BO,Senthil Infotek Ltd,IT Consulting & Software
2267,DECPO.BO,DECCAN POLYPACKS LTD.,Containers & Packaging
2268,AMRAAGRI.BO,AMRAWORLD AGRICO LTD.,Textiles
2269,AUTOPINS.BO,AUTO PINS (INDIA) LTD.,Auto Parts & Equipment
2270,ODYCORP.BO,ODYSSEY CORPORATION LTD.,Finance (including NBFCs)
2271,INDCTST.BO,INDUCTO STEEL LTD.,Iron & Steel/Interm.Products
2272,SAMINDUS.BO,SAM INDUSTRIES LTD.,Real Estate Investment
2273,SHVFL.BO,SHREEVATSAA FINANCE & LEASING LTD.,Diversified Commercial Services
2274,POOJAENT.BO,POOJA ENTERTAINMENT AND FILMS LTD.,Movies & Entertainment
2275,GRAVITY.BO,GRAVITY (INDIA) LTD.-$,Textiles
2276,WELLESLEY.BO,WELLESLEY CORPORATION LTD.,Realty
2277,LCCINFOTEC.BO,LCC INFOTECH LTD.,IT Software Products
2278,FILATFASH.BO,FILATEX FASHIONS LTD.,Textiles
2279,RBGUPTA.BO,R.B.GUPTA FINANCIALS LTD.,Other Financial Services
2280,SINDHUTRAD.BO,Sindhu Trade Links Limited,Diversified Commercial Services
2281,JAINSTUDIO.BO,JAIN STUDIOS LTD.,Broadcasting & Cable TV
2282,UNISTRMU.BO,UNISTAR MULTIMEDIA LTD.,Finance (including NBFCs)
2283,ZENOTECH.BO,ZENOTECH LABORATORIES LTD.,Pharmaceuticals
2284,HINDBIO.BO,HINDUSTAN BIO SCIENCES LTD.,IT Software Products
2285,FRONTCORP.BO,FRONTLINE CORPORATION LTD.,Surface Transportation
2286,SWELECTES.BO,Swelect Energy Systems Limited-$,Heavy Electrical Equipment
2287,WALLFORT.BO,WALLFORT FINANCIAL SERVICES LTD.,Other Financial Services
2288,KDDL.BO,KDDL LTD.-$,Other Apparels & Accessories
2289,ADIEXRE.BO,ADINATH EXIM RESOURCES LTD.,Investment Companies
2290,ABHICAP.BO,ABHINAV CAPITAL SERVICES LTD.,Finance (including NBFCs)
2291,KILPEST.BO,KILPEST INDIA LTD.,Agrochemicals
2292,SUPRBPA.BO,SUPERB PAPERS LTD.,Paper & Paper Products
2293,MONIND.BO,Monind Ltd,Iron & Steel/Interm.Products
2294,SHKALYN.BO,SHRI KALYAN HOLDINGS LTD.,Diversified Commercial Services
2295,VANDANA.BO,VANDANA KNITWEAR LTD.,Textiles
2296,SAGARPROD.BO,Sagar Productions Limited,Finance (including NBFCs)
2297,INDOCITY.BO,INDO-CITY INFOTECH LTD.-$,IT Software Products
2298,SBECSUG.BO,SBEC SUGAR LTD.,Sugar
2299,MEGFI.BO,MEGA FIN (INDIA) LTD.,Diversified Commercial Services
2300,BRIJLEAS.BO,BRIJLAXMI LEASING & FINANCE LTD.,Finance (including NBFCs)
2301,BSELINFRA.BO,BSEL INFRASTRUCTURE REALTY LTD.,Realty
2302,RELIABVEN.BO,RELIABLE VENTURES INDIA LTD.,Hotels
2303,BANKBARODA.BO,BANK OF BARODA,Banks
2304,SMCREDT.BO,SMC CREDITS LTD.,Finance (including NBFCs)
2305,MOHITE.BO,Mohite Industries Ltd,Textiles
2306,ANDHRACEMT.BO,ANDHRA CEMENTS LTD.,Cement & Cement Products
2307,SKMEGGPROD.BO,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Other Food Products
2308,WELCORP.BO,Welspun Corp Limited,Construction & Engineering
2309,HOTLSILV.BO,H.S.INDIA LTD.,Hotels
2310,BANKINDIA.BO,BANK OF INDIA,Banks
2311,INDRAMEDCO.BO,INDRAPRASTHA MEDICAL CORP.LTD.,Healthcare Facilities
2312,JOHNPHARMA.BO,Johnson Pharmacare Ltd,Diversified Commercial Services
2313,GAIL.BO,GAIL (INDIA) LTD.,Utilities:Non-Elec.
2314,VAIBHAVGBL.BO,Vaibhav Global Ltd,Other Apparels & Accessories
